id,title,Sentence,pagerank
5500,ICMJE Form for Disclosure of Potential Conflicts of Interest,"Use this section to report other relationships or activities that readers could perceive to have influenced, or that give the appearance of Identifying Information Section 1.",1.5856154194374783
1040,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
7928,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
6688,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
4656,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
6112,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
4016,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
8328,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1136,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1768,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
6048,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
4496,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
40,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
3816,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
6576,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
72,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
2448,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1264,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
8,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
5752,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
4464,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
5864,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
2640,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1008,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
7368,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
5592,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1072,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
1960,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
2096,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
5296,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
4233,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
3641,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
393,ICMJE Form for Disclosure of Potential Conflicts of Interest,"The requested information is about resources that you received, either directly or indirectly (via your institution), to enable you to complete the work.",1.572545037816878
